Feature,TF-IDF Importance
the,522.6706608897124
of,228.39903823242946
to,226.39677528289312
and,212.1068180866655
in,210.27807902178844
a,175.29627579276573
that,107.3967692210231
on,100.61119262148185
israel,98.57595952071544
s,91.30115373860383
for,81.43450365977012
is,77.90373849020108
gaza,77.82692817829847
said,74.8240575228805
it,71.52407629608585
was,65.65072311270482
with,59.17469314047381
has,59.05906894010554
israeli,58.07440667249375
as,56.83926602962648
