Feature,TF-IDF Importance
prevent,7.310362181957054
hand,7.296233191622225
described,7.275655035128498
israelis,7.263485433426468
message,7.222372793026097
within,7.214469223933933
address,7.213201137006964
deliver,7.200206263701047
sea,7.1897156530854955
met,7.182356695955566
yet,7.154188971840877
involve,7.140448360689495
water,7.138450742371544
commander,7.136377001203024
press,7.122419528544877
spokesman,7.11789914374342
towards,7.103026825216746
five,7.083717418190393
speak,7.07772092821193
qatar,7.077663081943011
condemn,7.053474455820625
commit,7.018920940994215
jihad,7.015457045211785
comment,7.002100218382256
terror,6.9827235252468665
outside,6.977003362543576
famine,6.976580132434423
destroyed,6.9548667610147445
son,6.935676899943724
justice,6.9092181249495725
line,6.898099679744815
rescue,6.892706168029498
european,6.874162217009371
encampment,6.8724557260320704
risk,6.862457757918522
able,6.842441896968098
wck,6.828200192779709
propalestinian,6.807679882073889
name,6.800912614847673
road,6.7741983153633
ongoing,6.769184233627263
diplomatic,6.761189914875682
suffer,6.753782194420027
crisis,6.753738924786805
journalist,6.733031131375684
send,6.729426090125758
movement,6.707953658222338
lose,6.695715519965238
festival,6.67619763339881
gunman,6.6743791587825845
demonstration,6.6730917376286305
early,6.669676827448108
join,6.6645396774140355
town,6.663256362027663
inside,6.634093018902738
men,6.63057893457567
egyptian,6.627970960996665
feel,6.620086948534014
aim,6.60970422041581
hope,6.596529107655447
free,6.564079226148983
holocaust,6.55703396413102
israelhamaswar,6.55611569621732
good,6.54853432496142
center,6.536483197138014
protect,6.526815616076958
citizen,6.524148625845141
abbas,6.5198489327801745
source,6.5173058396838215
rise,6.49844692806219
block,6.487723626410181
western,6.487183311742958
population,6.486702850360162
never,6.4853595171638885
local,6.4809616427052745
suspect,6.4608115497839735
result,6.459556108802969
reporting,6.454494893472916
create,6.454327835942474
turn,6.41578003708057
ship,6.41477854496816
tunnel,6.398938329966898
current,6.397339317588618
oct,6.386760217005661
power,6.364723987622165
charge,6.363419281265986
share,6.361601932844758
mount,6.356432511353092
jews,6.3465126059396635
abu,6.319051346155825
speech,6.318287650754981
delivery,6.3174462433829985
warrant,6.305005244176702
eight,6.304287079430849
flag,6.301506641014528
organisation,6.286443148535365
spoke,6.284805766996526
mark,6.242628088648401
exchange,6.217030341357903
present,6.2136497505823085
keep,6.21021099559357
x,6.203370523646865
due,6.1972858174605365
recognise,6.192334582830375
victim,6.18563339386961
important,6.180172828164007
reject,6.169343793947059
significant,6.162763039538093
measure,6.158627440945162
push,6.147675091255293
rule,6.137945643574759
london,6.112247974942981
fear,6.1050780556447215
serve,6.103587960739651
main,6.098947539777276
focus,6.074362847026784
drop,6.010891464191529
captive,6.010604141255819
saw,6.001167455577697
committee,5.979136951800766
matter,5.961976081499274
british,5.961710872131113
sanction,5.952370407536425
ldquothe,5.951496467588138
possible,5.945712786332614
consider,5.943780112078941
additional,5.93902678619033
tent,5.935658733493943
achieve,5.933280589930868
mean,5.932370532981934
car,5.930523657474588
netanyahus,5.930234907564814
love,5.923324297132186
street,5.923246893414491
seek,5.920186557517889
great,5.919229908708739
living,5.9148085394331575
claimed,5.901425052080827
coalition,5.887733048855702
friend,5.880141307401372
ensure,5.874291871479638
process,5.845949714833766
decide,5.828633648249171
dont,5.799710764431843
destruction,5.797635624492375
moment,5.768604558845106
reportedly,5.761260212509271
negotiation,5.751959256500445
raise,5.748010537156673
alshifa,5.740957870653627
gallant,5.735089231314721
different,5.721477584019471
word,5.720912273076085
big,5.716818269921401
away,5.710747378173771
play,5.706685785040825
red,5.69443910611582
view,5.686537116708964
halt,5.68601395202799
find,5.683717145307269
threaten,5.679377876649338
bidens,5.676124140447883
10,5.655759946629671
almost,5.655736780458457
evidence,5.654898322809814
something,5.648092367092737
escalation,5.6474567050400735
haredi,5.645620943790997
might,5.645478869520223
ceremony,5.628233188431398
together,5.615498373690976
previously,5.608457945449944
strong,5.603238601928938
antisemitism,5.590947484685624
flee,5.573117997466475
activity,5.57073969349912
assistance,5.560977065984982
direct,5.55531305359219
prosecutor,5.547806461481894
scene,5.536637148241058
harm,5.534307102684539
publish,5.533706197838352
today,5.523275157205537
director,5.522510096910672
future,5.521887223208807
jazeera,5.516985554161688
murder,5.512958087484584
temporary,5.51070154437756
bill,5.505966530910815
nearly,5.500773356512787
footage,5.494033067682209
permanent,5.492877038723888
leadership,5.49151419568947
spokesperson,5.48819115971186
young,5.483392675584959
spain,5.4798706518592635
travel,5.477858215183177
november,5.477125081542188
goal,5.471638588993991
role,5.471153403873493
ramadan,5.450518153322943
arrive,5.450114761628983
safe,5.444596571394672
deadly,5.443945672915669
toward,5.4145401544354606
behind,5.40635917245815
company,5.395357069595901
tell,5.39414149368678
mediator,5.388604681084512
seize,5.38204861611814
interview,5.38018017384376
village,5.370041905338716
small,5.3620669012626925
father,5.361897225715142
key,5.356247370452849
zone,5.345500769489921
department,5.342828372883916
seem,5.341365025321671
mission,5.30958813892118
columbia,5.3076526873391785
30,5.287190884066918
whose,5.275497717673063
defend,5.271343835248716
tie,5.242778460286344
game,5.220564540592846
ambassador,5.21862157025876
heard,5.210237443647508
younis,5.209348934543029
idea,5.2070574449477816
shoot,5.183228123011567
old,5.1756104485143215
knesset,5.173798494118068
college,5.171457197024031
draft,5.170837010347082
dr,5.163444730191715
request,5.1578492168578105
clash,5.154160474608107
ireland,5.1535884041948075
special,5.147526120320736
everything,5.143884453134628
100,5.1376927706129445
fail,5.109005135513842
level,5.095405958968384
route,5.088840122387274
identify,5.074038823604604
activist,5.063877676352997
majority,5.0572436896187325
trump,5.0501045781940395
casualty,5.041963365622237
really,5.036026633195066
bengvir,5.028338581475441
figure,5.028300030104834
15,5.021669834563802
terrorism,5.011952702903323
challenge,5.011412397012851
centre,5.008510810225866
safety,5.006448614823619
note,4.997930272297609
opposition,4.978484085733374
wait,4.977956440783099
union,4.967582943765275
ahead,4.959541044387758
suspend,4.95847661603033
series,4.958401612722301
review,4.9523414509484756
facility,4.945931212023478
secure,4.945664552721928
jenin,4.939965458999526
likely,4.931979608222249
tank,4.910234355452001
though,4.904592632313836
infrastructure,4.903582686187841
besiege,4.901722536303686
consulate,4.8931325890621
understand,4.8900931651995005
always,4.881413835287713
victory,4.878472140697715
film,4.875078675442512
ukraine,4.8655407723096
immediately,4.857897810119972
offer,4.854024045618985
transfer,4.842218845928146
civil,4.8406761901160555
truce,4.840219277919715
brought,4.837220021431748
serious,4.832856037102638
history,4.8295443553932165
representative,4.823181178692242
little,4.815521939162799
patient,4.814576164261386
image,4.808511183518955
heavy,4.807173135124423
dc,4.793531837471741
especially,4.785613596401853
independent,4.774562138109742
daily,4.771949411868963
guard,4.771183325280511
israels,4.769470791437417
allege,4.760714759487869
evacuate,4.756543854138637
mostly,4.753455757955064
regard,4.734252927074567
cut,4.7330724492449265
kingdom,4.7182307185926335
cover,4.717518236700746
solution,4.711742492627953
destroy,4.705529752897097
term,4.698389781890589
regional,4.689629134776471
remains,4.6886316450546595
currently,4.685949241322419
nearby,4.6813449935779925
complete,4.678256786504873
deny,4.672400838862726
ruling,4.670535451301864
responsibility,4.670355224591469
experience,4.670270928931324
brother,4.665920277389556
militant,4.662545650563661
suggest,4.658316802354506
david,4.653932790475689
legal,4.64656375955587
expert,4.6459034514428454
muslim,4.62487995855842
emergency,4.611860610729829
forward,4.6026083937730915
lorry,4.5975502891473345
fuel,4.586948786740846
20,4.58580784635998
list,4.578781430764466
criticism,4.578390657583054
voice,4.576637258249953
syrian,4.576078560755489
impose,4.570617388641212
recently,4.565924311141459
price,4.565857544908986
africa,4.565326957742358
bomb,4.5646442248940815
front,4.563283134107017
information,4.562943825628863
promise,4.555794710959655
pause,4.554235346677997
crowd,4.550685705645559
massacre,4.548626935429619
minute,4.547386620050958
mass,4.5458833482191645
damascus,4.537423304626319
pier,4.5348162083474675
oppose,4.532248265532878
conference,4.53033520600192
throughout,4.522712004685252
germany,4.5206051028801815
devastate,4.51916260202401
hunger,4.513077478010324
enemy,4.509089665603153
charity,4.503801801818874
field,4.497698471071284
insist,4.4850807659673535
benny,4.473402023811949
bad,4.467659885560011
announcement,4.460326973834839
cost,4.450280134483159
ldquowe,4.436309784555738
demonstrator,4.435089104379055
overnight,4.434390884040403
fund,4.433145662215371
best,4.43056837611799
difficult,4.421407240314449
struck,4.418363368524806
respect,4.416141657316916
freedom,4.411716502785279
ready,4.405365494536996
reporter,4.401520270879036
interest,4.3997590551515895
fact,4.398024215056347
avoid,4.396739034129752
explain,4.395544013521779
network,4.384472044103497
tehran,4.383257362332986
form,4.381770685081705
sent,4.377232031268986
violation,4.373933866636742
blame,4.369170308228003
complex,4.361704490473302
prison,4.359819436503196
relation,4.359727781514257
40,4.35615620000351
retaliation,4.345843920067863
letter,4.341399337806662
approve,4.339926247669019
ten,4.333720702177858
half,4.330599210947204
establish,4.32693078432634
often,4.323584995694932
meet,4.323443210606293
watch,4.317340342765594
although,4.315768264651068
funding,4.309564874719172
entire,4.309540441462274
stage,4.308144947403641
alaqsa,4.306809735557452
antony,4.303642606927289
prepare,4.301083884738503
declare,4.2959454059678945
person,4.292249393860425
fall,4.2921729712834376
occupation,4.291080540159279
1,4.2883513004329
walk,4.285045372786843
resistance,4.275833103807388
attend,4.262282342417305
gather,4.258677599798093
14,4.257980290511542
govern,4.255022647300399
remove,4.2290880026416415
capital,4.219883693966887
amount,4.215576784982658
music,4.211574509263446
12,4.20757667986182
ban,4.2008123255832235
surround,4.194612174451788
congress,4.193868357902059
longer,4.1851434909859595
approach,4.184523535276018
im,4.184282405243852
care,4.182193355395427
real,4.17981178479176
reason,4.173434827435844
heart,4.166634813802829
iraq,4.162198790105438
partner,4.161950782406088
critical,4.152930455751633
soon,4.151453555148245
total,4.151002380912652
doctor,4.146534164715064
icj,4.142189991383024
accept,4.141537986955319
command,4.133723468131804
impact,4.13252211975576
eliminate,4.127690742521573
miss,4.124634129218524
yoav,4.120839226258159
light,4.119034871380678
record,4.117539657407891
mohammed,4.110987747066982
invasion,4.104550712165669
link,4.103743988299846
discus,4.099145042472699
gazan,4.098903453177473
coast,4.0981977082294385
study,4.097285666908426
kitchen,4.096341907534133
solidarity,4.0956776103306485
wave,4.081856978922108
unprecedented,4.079473054289637
russia,4.075901349781894
pass,4.072937857818108
thought,4.072596380552392
meanwhile,4.069525555661777
break,4.063718526889679
24,4.056700898230122
lack,4.0539303271291125
nuclear,4.046099060003851
individual,4.041040252971171
investigate,4.038365024355697
contact,4.031437661730178
require,4.025924161281991
stay,4.022926512348841
enough,4.020012522048726
round,3.998238501572393
responsible,3.9852746719779337
survivor,3.978717013527082
detail,3.9747749518913085
itrsquos,3.973639610001605
planning,3.9627264699258262
engage,3.951095472421697
combat,3.943906828938104
ultraorthodox,3.9431836359623684
third,3.9423639975643567
thats,3.940437588152714
global,3.9392842246725883
13,3.93102567120244
anything,3.9188738704174857
nothing,3.9154238399903116
economic,3.914818626125337
programme,3.911713464081483
lot,3.911448303206842
celebrate,3.9044562472161486
stress,3.9030504133086787
bombardment,3.898902455902539
welcome,3.8984179107555197
pij,3.8950147502977406
radio,3.8948330986465547
everyone,3.8938797699988696
nuseirat,3.886906835781983
deir,3.8857470385705684
facebook,3.8856424632517155
norway,3.8838580415695763
annual,3.8827163710546055
win,3.881962998337664
escalate,3.8761231776595375
reuters,3.8740618576394117
relationship,3.870320110208894
entry,3.868397006303636
project,3.8680394995252745
rally,3.8659079963720258
various,3.865363888791787
kibbutz,3.86122807024903
instagram,3.856825225232982
mahmoud,3.8460693421158725
candidate,3.8403146616890833
prompt,3.8401330904423436
pay,3.8358564658566663
treat,3.8337950577948443
development,3.8262309675842294
kidnap,3.8250159044046335
delegation,3.8246183061212453
injury,3.819844779082246
program,3.8168072546669265
option,3.798688884686147
failure,3.7920104509774637
similar,3.7829088540424602
estimate,3.7811731335256713
represent,3.7766187259717237
location,3.7766062819419988
kind,3.774399174666345
weekend,3.7715280034155874
battle,3.77064829232439
airport,3.7686973648535234
manage,3.7672736074595816
hostility,3.7665788454549185
let,3.76440467156254
society,3.761058195306855
repeatedly,3.7610017985202364
locate,3.7592273932236324
maintain,3.7587533025221145
treatment,3.7571331520990867
update,3.755181319379251
expand,3.7421296389975103
sale,3.73926270855648
gazans,3.739082903618416
allegation,3.730952695334768
2023,3.727249961389651
arabic,3.7151629861630964
alive,3.7141094823777054
saudi,3.7069048149396076
june,3.706474937823903
republican,3.6922645235951963
less,3.686144219339511
propose,3.679965125997171
253,3.6785650432635317
score,3.67688521136653
read,3.6715572322068417
alongside,3.6705144361398396
pas,3.670420871338608
11,3.668404315839382
argue,3.662080759863549
sought,3.660882378011994
via,3.652327632391927
january,3.6511478928777565
withdrawal,3.6496057508169346
hard,3.6468861268768356
build,3.6372336896497055
rather,3.6355224108921886
publicly,3.6352741343492294
18,3.633332466583367
france,3.632691363012055
chant,3.632279164884623
either,3.6311535168297744
previous,3.6246248409322845
sound,3.6195242133832473
equipment,3.6194908039787013
deep,3.617086786781949
jabalia,3.614905433539009
baby,3.6127502815450856
relief,3.6114796047814393
port,3.610623515016234
eastern,3.6057952613679145
democratic,3.6014450422767434
holy,3.5987450649299597
violent,3.5968950879569195
instead,3.595295945034974
turkey,3.591409579885601
mosque,3.589850599055804
host,3.5837574197352633
zionist,3.579095459956589
golan,3.573595019780136
religious,3.573586385348104
song,3.5690421250910838
25,3.5657366929493923
bet,3.5633848339852428
refuse,3.5550289180374968
resume,3.554067512737433
faction,3.553846998580691
affair,3.5532152661354783
answer,3.5504894808578737
trip,3.5491318344724365
course,3.5445993107262868
trade,3.544515522391999
eurovision,3.5401619256589663
neighborhood,3.5378479218733774
whole,3.535907943475296
intense,3.532661482437004
recognition,3.531473936497296
warning,3.5306987911791032
potential,3.5298013539096544
establishment,3.5263873441284663
lapid,3.523849557230547
opportunity,3.5201775267502855
phase,3.510761099900553
scale,3.5096714132161644
photo,3.5089085122866206
separate,3.4934961653444203
statehood,3.4825396308779757
commitment,3.4783323687922856
possibility,3.477478114293456
problem,3.4774650176562543
intend,3.47543517641734
harris,3.4732324173507325
smotrich,3.4704887518615832
consequence,3.4697399309077857
hagari,3.467068048287979
age,3.4609749958280176
poll,3.460577679186895
farright,3.4604347731187204
green,3.4600319957837855
period,3.4573163609772077
necessary,3.454094499495451
refer,3.451974236674307
quickly,3.4483195582598523
reduce,3.447814609413247
unity,3.4365727910737207
compound,3.4281928645484765
spark,3.4275702403450787
battalion,3.4231465721839736
parliament,3.4226928103016943
shalom,3.4204116906162985
struggle,3.4133825570792657
drive,3.4130489472357466
22,3.411571183908239
45,3.411470638284372
embassy,3.4041811200909615
flight,3.4029612026283895
debate,3.402835190139864
handle,3.402402109227661
decade,3.402107933586411
channel,3.397006319901922
parent,3.3949835510681137
hop,3.3886022785621157
yemen,3.3814280916593735
cameron,3.381384326803029
abuse,3.378393115399416
scotland,3.3774041719901122
supreme,3.37680265160504
riot,3.3710283097351827
museum,3.3690546880200576
detainee,3.364560180652552
learn,3.3641019492715305
shield,3.3617905814229365
operate,3.3613610217798735
kerem,3.3608834586502048
politician,3.357959251143601
explosive,3.357810434549457
cite,3.3568629509168515
reflect,3.355906594358574
contribute,3.352869859776835
deputy,3.3525590804361234
station,3.3457830449142634
dangerous,3.3417179323551083
toll,3.3358808062243983
guterres,3.3347642347807636
outpost,3.3340016004036865
didnt,3.3323899269152615
restore,3.32971552652411
cairo,3.3267051856687195
joint,3.3237893256612145
innocent,3.321278992406646
december,3.320713863942278
pull,3.3169167314401298
hearing,3.3142848250522308
picture,3.311150912559189
increasingly,3.3109299753310593
directly,3.30904233682383
eu,3.3080261803561775
huge,3.2941000389273003
largely,3.2868824160555836
sheikh,3.2842444220302793
starvation,3.2830050209513932
division,3.2819089618069603
eye,3.2785272691360317
lawmaker,3.275362684210234
supporter,3.273195665383747
academic,3.2728538321249445
daughter,3.272050378138961
diplomat,3.2676657189933227
lord,3.2626917535052504
temple,3.2616085209639807
reality,3.261233644570455
girl,3.2608886456386657
defeat,3.2602102096025254
haniyeh,3.2582752835572237
coordinate,3.257622978673578
multiple,3.253958355084764
mohammad,3.2521542081562207
intercept,3.2486105263138256
particularly,3.2438474766983108
cant,3.2365035045689514
50,3.235777231219125
trigger,3.2329329671858047
twitter,3.2274990088417903
hamasled,3.224747934657815
save,3.2194986041699543
addition,3.2116355701595536
financial,3.2080847939564867
grave,3.206444370224186
aircraft,3.205077301392394
kirby,3.2015901069136543
ever,3.2007998689741473
felt,3.199218314283894
severe,3.198426454048117
completely,3.1910507322020827
criticise,3.189521753323819
export,3.1878055049541603
powerful,3.1877026310044143
anyone,3.1876959894446983
opening,3.1848505126443545
door,3.1809049405047247
vowed,3.18036606218356
effect,3.1754475791092935
9,3.169677927387922
rest,3.1631465923564166
fully,3.161975932253717
document,3.1604565746624975
discussion,3.1591932319198803
shin,3.152155573179815
isfahan,3.147274475349133
phone,3.145268704938932
meal,3.1443168781750193
california,3.142704088210638
status,3.142599316147848
subject,3.140175895990322
independence,3.1397945607598903
mk,3.133165088183839
table,3.131306974707022
airstrikes,3.1295146914213037
quote,3.1293610712078714
corridor,3.128104434502534
clearly,3.1257486124809364
adviser,3.116911737887406
ismail,3.1129441366233688
initiative,3.111099216377522
limited,3.110865602241525
daniel,3.1082586796576335
divide,3.106639909553597
wake,3.1061511197847382
remark,3.1045235906449355
broke,3.101730194765971
labour,3.100760019966343
finance,3.09934000530931
detention,3.0919127365738874
built,3.090652469428811
caught,3.0809583826507376
chairman,3.0806128672307986
jew,3.0791325271155023
witness,3.0742955669714567
conclude,3.073672717324615
sinwar,3.073206156824899
formerly,3.0717213345318495
mistake,3.0612469077950473
hebron,3.05936980328739
artist,3.0510052968209855
afternoon,3.0496273634038746
date,3.0495736648750813
negotiate,3.0478779568686147
presence,3.044780080142934
collapse,3.028737244582568
played,3.027866471899392
nine,3.0278144621710656
2022,3.024860429190027
february,3.0222126872293336
determine,3.021707042683991
feature,3.0168973690242336
revolutionary,3.010075189326012
advanced,3.0087732213905087
bury,3.0083709720050464
america,3.0079189039186844
dismantle,3.005868901799548
art,3.0050112755695713
200,3.00102030663468
package,3.000098578159302
eventually,2.9941585057274214
reveal,2.9896315689079
spread,2.975102088222655
money,2.97348472003594
concerned,2.973335907527967
aerial,2.967112420100865
23,2.9627437029132992
ldquoi,2.962184339477903
sense,2.9601164209326334
doesnt,2.9574997418231987
short,2.956141820623434
evacuation,2.9547127977592607
